name,type,genre,episodes,popularity,averageScore,rating,animeYear
3D Kanojo: Real Girl 2,TV,"Comedy,Drama,Romance,Slice of Life",12,28888,74,74,2019
Kyoukai no Kanata: I'LL BE HERE - Kako-hen “Yakusoku no Kizuna” Dansu MV,MUSIC,,1,6365,74,75,2015
Hataraku Saibou,TV,"Action,Comedy,Sci-Fi",13,135900,74,74,2018
Nanatsu no Taizai,TV,"Action,Adventure,Comedy,Ecchi,Fantasy,Supernatural",24,319266,74,74,2015
Bokura wa Minna Kawaisou: Hajimete no,SPECIAL,"Comedy,Romance,Slice of Life",1,9364,74,74,2015
PERSONA 3 THE MOVIE: #2 Midsummer Knight's Dream,MOVIE,"Action,Fantasy,Supernatural",1,14986,74,74,2014
WHITE ALBUM 2,TV,"Drama,Music,Romance,Slice of Life",13,40671,74,74,2014
Binbougami ga!,TV,"Adventure,Comedy,Supernatural",13,33878,74,74,2012
Sekaiichi Hatsukoi 2,TV,"Comedy,Romance",12,15133,74,74,2012
Break Blade 3: Kyoujin no Ato,MOVIE,"Action,Fantasy,Mecha",1,7528,74,74,2010
Baka to Test to Shoukanjuu Ni!,TV,"Comedy,Romance,Slice of Life",13,45449,74,74,2011
Doraemon (1979),TV_SHORT,"Comedy,Sci-Fi",1787,7739,74,74,1992
Kino no Tabi: the Beautiful World - Byouki no Kuni: For You,MOVIE,"Adventure,Drama,Fantasy",1,9551,74,74,2007
Meitantei Conan: Halloween no Hanayome,MOVIE,"Action,Drama,Mystery",1,1526,74,82,2022
Cinderella,MUSIC,Fantasy,1,1918,74,76,2021
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,TV,"Action,Adventure,Fantasy,Romance",13,32675,74,74,2022
Heya Camp△: Sauna to Gohan to Sanrin Bike,OVA,Slice of Life,1,5176,74,74,2020
Sword Art Online: Alicization - War of Underworld Part 2,TV,"Action,Adventure,Fantasy",11,107834,74,74,2020
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,OVA,"Comedy,Drama,Romance,Slice of Life",1,25462,74,74,2020
Ongaku,MOVIE,"Music,Slice of Life",1,3553,74,75,2020
Bokura Mada Underground,MUSIC,"Psychological,Romance",1,2577,74,75,2019
Zombie Land Saga,TV,"Comedy,Music,Supernatural",12,97624,74,74,2019
Pingu in the City,TV_SHORT,"Comedy,Slice of Life",26,8959,74,74,2018
Cardcaptor Sakura: Clear Card-hen,TV,"Adventure,Fantasy,Mahou Shoujo,Romance",22,21247,74,74,2018
Kanojo to Kanojo no Neko: Everything Flows,TV_SHORT,"Romance,Slice of Life",4,25192,74,74,2016
Hai to Gensou no Grimgar,TV,"Action,Adventure,Drama,Fantasy",12,100901,74,74,2016
Flying Witch,TV,"Comedy,Slice of Life,Supernatural",12,48904,74,74,2016
New Initial D Movie: Legend 2 - Dokusou,MOVIE,"Action,Drama,Sports",1,5261,74,74,2015
New Initial D Movie: Legend 1 - Kakusei,MOVIE,"Action,Drama,Sports",1,6481,74,74,2014
Sekaiichi Hatsukoi: Valentine-hen,SPECIAL,"Comedy,Romance",1,4719,74,75,2014
Hoozuki no Reitetsu,TV,"Comedy,Fantasy,Supernatural",13,21179,74,74,2014
Servant x Service,TV,"Comedy,Romance,Slice of Life",13,35784,74,74,2013
Aikatsu!,TV,Music,50,9582,74,74,2013
Doraemon (2005),TV,"Adventure,Comedy,Sci-Fi",,3607,74,75,2005
So Ra No Wo To,TV,"Comedy,Music,Sci-Fi,Slice of Life",12,31480,74,74,2010
Ie Naki Ko Remi,TV,"Adventure,Drama,Slice of Life",23,3329,74,75,1997
MASTER Keaton (OVA),OVA,"Adventure,Mystery",15,1743,74,77,2000
Top wo Nerae 2! DIEBUSTER,OVA,"Action,Comedy,Mecha,Sci-Fi",6,15927,74,74,2005
Saiunkoku Monogatari,TV,"Adventure,Comedy,Drama,Fantasy,Romance",39,9718,74,74,2007
Macross Plus,OVA,"Action,Drama,Mecha,Music,Romance,Sci-Fi",4,8439,74,74,1995
Date A Bullet: Nightmare or Queen,MOVIE,Sci-Fi,1,13991,74,74,2020
Ani ni Tsukeru Kusuri wa Nai! 4,ONA,"Comedy,Slice of Life",12,5168,74,74,2020
Xian Wang De Richang Shenghuo,ONA,"Action,Adventure,Comedy,Fantasy,Slice of Life",15,50582,74,74,2020
Tensei Shitara Slime Datta Ken OVA,OVA,"Action,Adventure,Comedy,Ecchi,Fantasy",5,46627,74,74,2020
Douluo Dalu,ONA,"Action,Adventure,Fantasy,Romance",26,3328,74,75,2018
Overlord: Shikkoku no Senshi,MOVIE,"Action,Adventure,Fantasy",1,11287,74,74,2017
Free!: Timeless Medley - Kizuna,MOVIE,"Drama,Slice of Life,Sports",1,10533,74,74,2017
Koi wa Ameagari no You ni,TV,"Drama,Romance,Slice of Life",12,58185,74,74,2018
Inuyashiki,TV,"Action,Drama,Psychological,Sci-Fi",11,106857,74,74,2018
Ajin 2,TV,"Action,Horror,Mystery,Supernatural",13,41379,74,74,2017
Uchuu Patrol Luluco,TV_SHORT,"Action,Adventure,Comedy,Romance,Sci-Fi",13,33861,74,74,2016
D.Gray-man HALLOW,TV,"Action,Adventure,Comedy",13,24512,74,74,2016
ONE PIECE: Episode of Sabo - 3-Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,SPECIAL,"Action,Adventure,Comedy,Drama",1,6192,74,74,2015
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,"Action,Adventure,Fantasy",12,108486,74,74,2015
Kyoukai no Kanata #0 Shinonome,OVA,"Drama,Fantasy,Mystery,Supernatural",1,24846,74,74,2014
PERSONA 3 THE MOVIE: #3 Falling Down,MOVIE,"Action,Supernatural",1,13313,74,74,2015
Yahari Ore no Seishun Love Come wa Machigatteiru.: Kochira to Shite mo Karera Kanojora no Yukusue ni Sachi Ookaran Koto wo Negawazaru wo Enai.,OVA,"Comedy,Romance,Slice of Life",1,47781,74,74,2013
Chuunibyou demo Koi ga Shitai! Ren,TV,"Comedy,Drama,Romance,Slice of Life",12,114143,74,74,2014
ROAD TO NINJA: NARUTO THE MOVIE,MOVIE,"Action,Adventure",1,43236,74,74,2012
Yuru Yuri,TV,"Comedy,Slice of Life",12,59894,74,74,2011
Arakawa Under the Bridge,TV,"Comedy,Romance",13,50463,74,74,2010
Dawang Raoming,ONA,"Action,Fantasy",12,8773,74,75,2022
Fukigen na Mononokean Tsuzuki,TV,"Comedy,Supernatural",13,8087,74,74,2019
Kuroko no Basket: Last Game NG-shuu,SPECIAL,"Comedy,Sports",1,4803,74,75,2017
Net-juu no Susume,TV,"Comedy,Fantasy,Romance,Slice of Life",10,81024,74,74,2018
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,"Comedy,Slice of Life,Supernatural",1,17134,74,74,2017
One Punch Man 2,TV,"Action,Comedy,Sci-Fi,Supernatural",12,252041,74,74,2019
Hibike! Euphonium: Kakedasu Monaka,OVA,"Drama,Music,Slice of Life",1,14926,74,74,2016
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA,Drama,2,3216,74,76,2015
Kangoku Gakuen,TV,"Comedy,Ecchi",12,134619,74,74,2015
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV,"Action,Drama,Sci-Fi",12,17168,74,74,2018
FAIRY TAIL (2014),TV,"Action,Adventure,Comedy,Fantasy",102,111398,74,74,2015
Pretty Rhythm: Rainbow Live,TV,"Drama,Music,Sports",51,2576,74,76,2014
Toshokan Sensou: Kakumei no Tsubasa,MOVIE,"Action,Comedy,Romance",1,3553,74,75,2012
Sekaiichi Hatsukoi OVA,OVA,"Comedy,Romance",2,6529,74,74,2011
Isekai no Seikishi Monogatari,OVA,"Action,Comedy,Ecchi,Fantasy,Mecha",13,23481,74,74,2010
Ichigo Mashimaro Encore,OVA,"Comedy,Slice of Life",2,4111,74,74,2009
Pocket Monsters: Mewtwo no Gyakushuu,MOVIE,"Adventure,Comedy,Drama,Fantasy,Sci-Fi",1,37551,74,74,1998
capeta,TV,"Drama,Sports",52,3917,74,75,2006
Genshiken,TV,"Comedy,Slice of Life",12,24989,74,74,2005
Douluo Dalu: Xiaowu Fuhuo,ONA,"Action,Adventure,Fantasy,Romance",13,517,73,82,2022
Youjo Senki: Sabaku no Pasta Daisakusen,ONA,"Action,Fantasy",1,11226,73,74,2021
Yoru wa Honoka,MUSIC,,1,886,73,78,2021
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,OVA,"Fantasy,Slice of Life",1,9181,73,74,2020
Majo Minarai wo Sagashite,MOVIE,"Comedy,Mahou Shoujo",1,2881,73,76,2020
Wakaokami wa Shougakusei! (Movie),MOVIE,"Drama,Slice of Life,Supernatural",1,4976,73,74,2018
Rilakkuma to Kaoru-san,ONA,"Comedy,Slice of Life",13,4301,73,74,2019
Overlord: Fushisha no Ou,MOVIE,"Action,Adventure,Fantasy",1,13185,73,74,2017
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,MOVIE,"Action,Drama,Fantasy,Mahou Shoujo,Slice of Life",1,4635,73,74,2017
Sword Art Online: Ordinal Scale,MOVIE,"Action,Adventure,Fantasy,Romance,Sci-Fi",1,115768,73,73,2017
Yamada-kun to 7-nin no Majo,TV,"Comedy,Mystery,Romance,Supernatural",12,113512,73,73,2015
Nisekoi,TV,"Comedy,Romance,Slice of Life",20,165874,73,73,2014
TIGER & BUNNY: The Rising,MOVIE,"Action,Comedy,Mystery",1,5260,73,74,2014
So Ra No Wo To Specials,SPECIAL,"Music,Sci-Fi,Slice of Life",2,6567,73,74,2010
Aoi Bungaku Series,TV,"Drama,Psychological,Thriller",12,32612,73,74,2010
Hidamari Sketch Specials,SPECIAL,"Comedy,Slice of Life",2,5012,73,74,2007
Kindaichi Shounen no Jikenbo (TV),TV,Mystery,148,4379,73,76,1999
Ichigo Mashimaro OVA,OVA,"Comedy,Slice of Life",3,4432,73,74,2007
Gakkou no Kaidan,TV,"Horror,Mystery,Supernatural",19,38754,73,74,2001
Bishoujo Senshi Sailor Moon R: THE MOVIE,MOVIE,"Action,Drama,Fantasy,Mahou Shoujo,Romance",1,8469,73,74,1994
Keroro Gunsou,TV,"Comedy,Sci-Fi",358,10363,73,74,2008
Cardcaptor Sakura Movie,MOVIE,"Comedy,Fantasy,Mahou Shoujo",1,13419,73,74,1999
Gungrave,TV,"Action,Drama,Sci-Fi",26,21668,73,74,2004
Shaman King,TV,"Action,Adventure,Comedy,Drama,Supernatural",64,37817,73,74,2002
Ryman's Club,TV,Sports,12,14208,73,74,2022
Go! Saitama,ONA,"Action,Comedy",1,3807,73,75,2021
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,"Action,Adventure,Drama,Fantasy,Mystery,Romance",12,78998,73,73,2022
Benghuai 3: Seele,ONA,"Action,Mecha,Sci-Fi",1,441,73,83,2019
#Aqua Iro Palette,MUSIC,Romance,1,776,73,79,2021
BanG Dream! FILM LIVE,MOVIE,Music,1,3308,73,75,2019
Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,TV,"Action,Adventure,Comedy,Fantasy",12,103768,73,73,2020
Hitoribocchi no Marumaru Seikatsu,TV,"Comedy,Slice of Life",12,48935,73,73,2019
Aikatsu Stars!,TV,"Comedy,Music",50,4335,73,75,2017
FAIRY TAIL: DRAGON CRY,MOVIE,"Action,Comedy,Fantasy",1,30126,73,73,2017
Girls und Panzer,TV,"Action,Sports",12,50574,73,73,2013
Mitsudomoe Zouryouchuu!,TV,"Comedy,Slice of Life",8,6837,73,74,2011
Heartcatch Precure! Hana no Miyako de Fashion Show... Desu ka!?,MOVIE,"Action,Drama,Fantasy,Mahou Shoujo",1,2150,73,75,2010
Seto no Hanayome,TV,"Comedy,Romance",26,39506,73,73,2007
Genshiken OVA,OVA,"Comedy,Slice of Life",3,7374,73,74,2007
Bishoujo Senshi Sailor Moon SuperS,TV,"Action,Adventure,Drama,Fantasy,Mahou Shoujo,Romance",39,15523,73,74,1996
Yuusha-Ou GaoGaiGar,TV,"Adventure,Mecha,Sci-Fi",49,4712,73,75,1998
Ichigo Mashimaro,TV,"Comedy,Slice of Life",12,17175,73,74,2005
Aggressive Retsuko Season 4,ONA,"Comedy,Music,Slice of Life",10,8608,73,74,2022
Ane wa Yanmama Junyuu-chuu,OVA,Hentai,2,5283,73,74,2020
Lilac,MUSIC,,1,1994,73,75,2018
Yeonae Haru Jeon 2,ONA,"Drama,Romance,Slice of Life",15,3870,73,74,2018
Yowamushi Pedal: GLORY LINE,TV,"Drama,Sports",25,9439,73,74,2018
Amaama to Inazuma,TV,"Comedy,Slice of Life",12,53685,73,73,2016
PriPara 3rd Season,TV,Music,51,1060,73,78,2017
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,"Action,Adventure,Fantasy",13,45480,73,73,2016
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,"Action,Comedy,Ecchi,Fantasy,Mahou Shoujo",12,24317,73,73,2016
Arslan Senki (TV),TV,"Action,Adventure,Drama,Fantasy",25,49242,73,73,2015
Log Horizon 2,TV,"Action,Adventure,Fantasy",25,82375,73,73,2015
Saki: Achiga-hen - episode of side-A Specials,SPECIAL,"Slice of Life,Sports",4,3525,73,74,2013
Senki Zesshou Symphogear G,TV,"Action,Drama,Mahou Shoujo,Music,Sci-Fi",13,15721,73,73,2013
Tsuritama,TV,"Comedy,Sci-Fi,Slice of Life,Sports",12,27870,73,73,2012
Joshiraku,TV,"Comedy,Slice of Life",13,38388,73,73,2012
Tentai Senshi Sunred 2,TV_SHORT,Comedy,26,1306,73,76,2010
Chi's Sweet Home: Atarashii Ouchi,TV_SHORT,"Comedy,Slice of Life",104,3506,73,74,2009
Hadashi no Gen,MOVIE,Drama,1,8883,73,74,1983
CLAYMORE,TV,"Action,Adventure,Fantasy,Horror",26,67421,73,73,2007
Saint Seiya: Meiou Hades Meikai-hen,OVA,"Action,Adventure,Fantasy,Sci-Fi",12,6634,73,74,2007
Utawarerumono,TV,"Action,Drama,Fantasy,Sci-Fi",26,20820,73,73,2006
Mujin Wakusei Survive,TV,"Action,Adventure,Fantasy,Sci-Fi,Slice of Life",52,5398,73,75,2004
Kemono Jihen,TV,"Action,Drama,Mystery,Supernatural",12,73537,73,73,2021
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,"Action,Comedy,Fantasy",13,126393,73,73,2020
Sora no Aosa wo Shiru Hito yo,MOVIE,"Drama,Music,Romance,Slice of Life,Supernatural",1,25098,73,73,2019
PSYCHO-PASS 3,TV,"Action,Psychological,Sci-Fi,Thriller",8,45124,73,73,2020
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,OVA,Sports,1,6298,73,74,2017
Bishoujo Senshi Sailor Moon Eternal 1,MOVIE,"Drama,Fantasy,Mahou Shoujo,Romance",1,5734,73,74,2021
AKB0048 next stage,TV,"Drama,Mecha,Music,Sci-Fi",13,5921,73,74,2013
Meitantei Conan: Sekkai no Private Eye,MOVIE,"Adventure,Comedy,Mystery",1,5951,73,74,2013
Berserk: Ougon Jidaihen I - Haou no Tamago,MOVIE,"Action,Adventure,Fantasy,Supernatural",1,31419,73,73,2012
Break Blade 2: Ketsubetsu no Michi,MOVIE,"Action,Fantasy,Mecha",1,7874,73,74,2010
Ningen Shikkaku: Director's Cut Ban,MOVIE,"Drama,Psychological",1,4523,73,76,2010
Meitantei Conan: Ginyoku no Time Travel,SPECIAL,"Adventure,Mystery",1,2436,73,75,2004
Ramayana: Rama Ouji Densetsu,MOVIE,Adventure,1,1108,73,76,1992
Lupin III,TV,"Adventure,Comedy",23,19209,73,74,1972
Slayers,TV,"Adventure,Comedy,Fantasy",26,17570,73,73,1995
Kidou Senshi Gundam: Gyakushuu no Char,MOVIE,"Drama,Mecha,Sci-Fi",1,8642,73,73,1988
Mieruko-chan,TV,"Comedy,Horror,Slice of Life,Supernatural",12,81938,73,73,2022
Mashiro no Oto,TV,"Drama,Music",12,31794,73,73,2021
Tokyo Autumn Session,MUSIC,"Romance,Slice of Life",1,3577,73,75,2020
Runway de Waratte,TV,"Drama,Slice of Life",12,26431,73,73,2020
HELLO WORLD,MOVIE,"Drama,Psychological,Romance,Sci-Fi",1,50753,73,73,2019
PSYCHO-PASS Sinners of the System Case 2: First Guardian,MOVIE,"Action,Psychological,Sci-Fi,Thriller",1,17854,73,73,2019
Karakai Jouzu no Takagi-san: Water Slide,OVA,"Comedy,Romance,Slice of Life",1,18774,73,73,2018
Gabriel Dropout,TV,"Comedy,Slice of Life,Supernatural",12,86399,73,73,2017
Ansatsu Kyoushitsu 2: Kagaijugyou-hen,ONA,"Action,Comedy,Supernatural",8,10267,73,74,2016
Yowamushi Pedal (Movie),MOVIE,"Comedy,Drama,Sports",1,5961,73,74,2015
Hello!! Kiniro Mosaic,TV,"Comedy,Slice of Life",12,16817,73,73,2015
Sidonia no Kishi,TV,"Action,Fantasy,Mecha,Sci-Fi",12,32027,73,73,2014
Chuunibyou demo Koi ga Shitai!: Kirameki no… Slapstick Noel,OVA,"Comedy,Romance,Slice of Life",1,48661,73,73,2013
Kingdom,TV,"Action,Drama",38,25502,73,73,2013
Strike Witches Movie,MOVIE,"Action,Ecchi,Sci-Fi",1,7616,73,73,2012
Layton Kyouju to Eien no Utahime,MOVIE,"Drama,Music,Mystery,Sci-Fi",1,5643,73,74,2010
Minami-ke,TV,"Comedy,Slice of Life",13,24046,73,73,2008
Kidou Keisatsu Patlabor: NEW OVA,OVA,"Comedy,Mecha,Sci-Fi",16,2513,73,76,1991
Inuyasha: Kagami no Naka no Mugenjo,MOVIE,"Adventure,Drama,Fantasy,Romance",1,11310,73,73,2003
Eikoku Koi Monogatari Emma,TV,"Drama,Romance,Slice of Life",12,8665,73,74,2005
Hataraku Saibou BLACK,TV,"Action,Drama,Sci-Fi",13,43488,73,73,2021
Tianbao Fuyao Lu,ONA,"Action,Fantasy",13,1424,73,77,2020
Code Geass: Hangyaku no Lelouch II - Handou,MOVIE,"Action,Mecha,Romance,Sci-Fi,Supernatural,Thriller",1,15313,73,73,2018
Irozuku Sekai no Ashita kara,TV,"Drama,Romance,Slice of Life,Supernatural",13,60463,73,73,2019
Sarazanmai,TV,"Comedy,Drama,Fantasy,Psychological,Supernatural",11,35634,73,73,2019
Yama no Susume: Omoide Present,OVA,"Comedy,Slice of Life",1,3888,73,74,2017
Shokugeki no Souma: Ni no Sara OVA,OVA,"Action,Comedy,Ecchi",2,34623,73,73,2017
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,"Action,Drama,Sci-Fi",26,4291,73,74,2018
Durarara!!x2 Ketsu: DuFuFuFu!!,OVA,"Action,Mystery,Supernatural",1,10889,73,73,2016
K: Return Of Kings,TV,"Action,Supernatural",13,43544,73,73,2016
Diamond no Ace OVA,OVA,"Comedy,Sports",3,3323,73,74,2015
Saenai Heroine no Sodatekata,TV,"Comedy,Romance,Slice of Life",13,107003,73,73,2015
Kuroko no Basket: Mou Ikkai Yarimasen ka,OVA,"Comedy,Sports",1,7211,73,73,2014
Senki Zesshou Symphogear GX,TV,"Action,Drama,Mahou Shoujo,Music,Sci-Fi",13,13106,73,73,2015
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,SPECIAL,"Drama,Fantasy,Slice of Life,Supernatural",1,5811,73,74,2014
Ao no Exorcist Movie,MOVIE,"Action,Fantasy,Supernatural",1,35958,73,73,2013
Toaru Hikuushi e no Tsuioku,MOVIE,"Adventure,Romance",1,12006,73,73,2011
Tteotda Keunyeo!!,ONA,"Comedy,Romance",5,4360,73,74,2006
Casshern Sins,TV,"Action,Adventure,Drama,Psychological,Sci-Fi",24,25017,73,73,2009
DEATH NOTE Rewrite,SPECIAL,"Mystery,Psychological,Supernatural,Thriller",2,25895,73,73,2008
THE DOG OF FLANDERS,MOVIE,"Drama,Slice of Life",1,3986,73,75,1997
Kara no Kyoukai: Fukan Fuukei,MOVIE,"Action,Mystery,Supernatural,Thriller",1,69965,73,73,2008
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,"Comedy,Drama,Fantasy,Sports",1,1655,73,75,2006
Kidou Butouden G Gundam,TV,"Action,Adventure,Comedy,Drama,Mecha,Romance",49,9654,73,73,1995
YOKU,MUSIC,,1,656,73,79,2022
Nakitai Watashi wa Neko wo Kaburu,MOVIE,"Drama,Fantasy,Romance",1,98504,73,73,2020
Master Piece THE ANIMATION,OVA,Hentai,2,4748,73,74,2019
Kuroko no Basket: Winter Cup Soushuu-hen - Namida no Saki e,MOVIE,Sports,1,4328,73,74,2016
Hakumei to Mikochi,TV,"Fantasy,Slice of Life",12,15132,73,73,2018
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,"Action,Adventure,Comedy,Fantasy,Romance",13,226565,73,73,2015
Owari no Seraph,TV,"Action,Drama,Fantasy,Mystery,Supernatural",12,187552,73,73,2015
Gochuumon wa Usagi desu ka?,TV,"Comedy,Slice of Life",12,47016,73,73,2014
D-Frag!,TV,Comedy,12,57641,73,73,2014
Shinryaku!? Ika Musume,TV,"Comedy,Slice of Life",12,16218,73,73,2012
Break Blade 6: Doukoku no Toride,MOVIE,"Action,Fantasy,Mecha",1,7038,73,73,2011
Toaru Majutsu no Index II,TV,"Action,Sci-Fi,Supernatural",24,67350,73,73,2011
Rozen Maiden: Ouvertüre,SPECIAL,"Action,Comedy,Drama",2,6589,73,73,2007
The Big O,TV,"Action,Mecha,Mystery,Psychological,Sci-Fi",13,14774,73,73,2000
School Rumble Ichi Gakki Hoshuu,OVA,"Comedy,Romance",2,6886,73,73,2006
Ueki no Housoku,TV,"Action,Adventure,Comedy,Drama,Supernatural",51,13495,73,73,2006
Koi wa Sekai Seifuku no Ato de,TV,"Action,Comedy,Ecchi,Romance,Supernatural",12,29002,73,73,2022
Shiroi Suna no Aquatope,TV,"Drama,Slice of Life,Supernatural",24,40787,73,73,2022
Bokutachi no Remake,TV,"Drama,Romance,Slice of Life",12,56161,73,73,2021
Ishuzoku Reviewers,TV,"Comedy,Ecchi,Fantasy",12,67256,73,73,2020
main actor,MUSIC,,1,1652,73,75,2018
Ano Ko Secret,MUSIC,Romance,1,1583,73,75,2017
Baby I Love You Daze,MUSIC,Romance,1,3738,73,74,2019
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,SPECIAL,"Fantasy,Slice of Life",1,2270,73,75,2018
Tada-kun wa Koi wo Shinai,TV,"Comedy,Romance,Slice of Life",13,53268,73,73,2018
Nanbaka 2,ONA,"Action,Comedy,Drama",12,22181,73,73,2017
orange: Mirai,MOVIE,"Drama,Psychological,Romance,Sci-Fi,Supernatural",1,26291,73,73,2016
Kiniro Mosaic: Pretty Days,MOVIE,"Comedy,Slice of Life",1,6654,73,73,2016
Kidou Senshi Gundam Unicorn RE: 0096,TV,"Action,Drama,Mecha,Sci-Fi",22,6317,73,73,2016
Digimon Adventure tri. 3: Kokuhaku,MOVIE,"Action,Adventure,Drama,Fantasy",1,11327,73,73,2016
Owari no Seraph: Owaranai Seraph,SPECIAL,"Action,Comedy,Sci-Fi,Supernatural",9,25800,73,73,2015
Isshuukan Friends.,TV,"Comedy,Drama,Romance,Slice of Life",12,50862,73,73,2014
Giovanni no Shima,MOVIE,Drama,1,6374,73,74,2014
Yozakura Quartet: Tsuki ni Naku,OVA,"Action,Comedy,Supernatural",3,6404,73,73,2014
Yozakura Quartet: Hana no Uta,TV,"Action,Ecchi,Fantasy,Slice of Life,Supernatural",13,23755,73,73,2014
Tonari no Seki-kun,TV_SHORT,Comedy,21,36332,73,73,2014
Carnival Phantasm EX Season,OVA,"Comedy,Supernatural",1,9954,73,73,2011
Kimi to Boku.,TV,"Comedy,Drama,Romance,Slice of Life",13,26592,73,73,2012
Momo e no Tegami,MOVIE,"Drama,Supernatural",1,13660,73,73,2011
NO.6,TV,"Action,Drama,Psychological,Sci-Fi",11,70252,73,73,2011
Seitokai Yakuindomo,TV,"Comedy,Slice of Life",13,70243,73,73,2010
Meitantei Conan: KID in TRAP ISLAND,OVA,"Adventure,Comedy,Mystery",1,2635,73,74,2010
Bounen no Xamdou,ONA,"Action,Sci-Fi",26,18644,73,73,2009
Digimon Adventure (Movie),MOVIE,"Fantasy,Sci-Fi",1,15656,73,73,1999
Hidamari Sketch,TV,"Comedy,Slice of Life",12,17497,73,73,2007
Ranma 1/2 (OVA),OVA,"Comedy,Romance",6,4021,73,74,1994
"Ima, Soko ni Iru Boku",TV,"Adventure,Drama,Fantasy,Sci-Fi",13,24923,73,73,2000
Dance Dance Danseur,TV,"Drama,Romance,Slice of Life,Sports",11,14018,73,74,2022
Yi Nian Yongheng,ONA,"Action,Comedy,Fantasy",52,1480,73,78,2021
BNA,ONA,"Action,Comedy,Fantasy",12,81065,73,73,2020
Osomatsu-san 2,TV,"Comedy,Slice of Life",25,10187,73,73,2018
Kino no Tabi -the Beautiful World- the Animated Series,TV,"Adventure,Drama,Fantasy,Psychological,Slice of Life",12,34533,73,73,2018
Re:CREATORS,TV,"Action,Drama,Fantasy,Mecha,Thriller",22,79888,73,73,2017
planetarian: Chiisana Hoshi no Yume,ONA,"Drama,Fantasy,Sci-Fi",5,19829,73,73,2016
Sakamoto desu ga?,TV,"Comedy,Slice of Life",12,115880,73,73,2016
Full Metal Panic! Invisible Victory,TV,"Action,Mecha,Sci-Fi",12,16354,73,73,2018
Amagi Brilliant Park,TV,"Comedy,Fantasy",13,102784,73,73,2015
Soredemo Sekai wa Utsukushii,TV,"Adventure,Fantasy,Romance",12,41495,73,73,2014
The Everlasting Guilty Crown,MUSIC,,1,5920,73,73,2012
Nurarihyon no Mago OVA,OVA,"Action,Supernatural",2,3551,73,74,2013
PERSONA 3 THE MOVIE: #1 Spring of Birth,MOVIE,"Action,Adventure,Supernatural",1,21046,73,73,2013
Tonari no Kaibutsu-kun,TV,"Comedy,Romance,Slice of Life",13,153045,73,73,2013
The Idolm@ster: 765 Pro to Iu Monogatari,SPECIAL,"Comedy,Music,Slice of Life",1,6184,73,73,2012
Ao no Exorcist,TV,"Action,Fantasy,Supernatural",25,286791,73,73,2011
Mahou Shoujo Lyrical Nanoha StrikerS,TV,"Action,Comedy,Drama,Fantasy,Mahou Shoujo",26,8478,73,73,2007
Bokurano,TV,"Drama,Mecha,Psychological,Sci-Fi",24,29589,73,73,2007
Ghost Hunt,TV,"Comedy,Horror,Mystery,Supernatural",25,24947,73,73,2007
Metropolis,MOVIE,"Adventure,Drama,Romance,Sci-Fi",1,18145,73,73,2001
Motto! Ojamajo Doremi,TV,"Comedy,Drama,Fantasy,Mahou Shoujo,Slice of Life",50,3672,73,74,2002
Vivy: Fluorite Eye’s Song - PILOT MOVIE,SPECIAL,"Action,Music,Sci-Fi",1,4571,73,74,2021
Benghuai 3: Tianshi Chonggou,ONA,"Action,Mecha,Sci-Fi",1,392,73,82,2019
Benghuai 3: Nüwang Jianglin,ONA,"Action,Mecha,Sci-Fi",1,426,73,82,2018
Kuroko no Basket: Winter Cup Soushuu-hen - Kage to Hikari,MOVIE,Sports,1,4918,73,73,2016
Kengan Ashura,ONA,"Action,Sports",12,25070,73,73,2019
Itsudatte Bokura no Koi wa 10 cm Datta.,TV,"Drama,Romance,Slice of Life",6,41781,73,73,2018
Konohana Kitan,TV,"Slice of Life,Supernatural",12,29287,73,73,2018
Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,MOVIE,"Drama,Music,Slice of Life",1,6308,73,73,2016
Durarara!!x2 Ten: Onoroke Chakapoko,SPECIAL,"Action,Mystery,Supernatural",1,9757,73,73,2015
